abstract,authors,n_citation,references,title,venue,year,id
"Currently there is a great deal of talk concerning computer networks. There is so much such talk that the solid achievements in the area sometimes tend to be overlooked. It should be clearly understood then, that this paper deals primarily with achievements. Only the last section, which is clearly labeled, deals with plans for the future.",['Leland H. Williams'],3,"['088c9a00-7a8c-45ec-a88b-a852ffcbb119', '1465db64-0a89-4fd9-a45a-d39df8b43696', 'ab7ce727-0657-4f00-8b32-4c2a59e3e9c8']",A functioning computer network for higher education in North Carolina,,1972,ca8ea81b-cd09-486a-af71-2d31e36cbec3
"By defining mutual information as a maximum over an appropriate space, channel capacities can be defined as double maxima and rate-distortion functions as double minima. This approach yields valuable new insights regarding the computation of channel capacities and rate-distortion functions. In particular, it suggests a simple algorithm for computing channel capacity that consists of a mapping from the set of channel input probability vectors into itself such that the sequence of probability vectors generated by successive applications of the mapping converges to the vector that achieves the capacity of the given channel. Analogous algorithms then are provided for computing rate-distortion functions and constrained channel capacities. The algorithms apply both to discrete and to continuous alphabet channels or sources. In addition, a formalization of the theory of channel capacity in the presence of constraints is included. Among the examples is the calculation of close upper and lower bounds to the rate-distortion function of a binary symmetric Markov source.",['Richard E. Blahut'],1200,['829913b6-c6ee-411c-b4a7-4b8915f72fe0'],Computation of channel capacity and rate-distortion functions,IEEE Transactions on Information Theory,1972,b23493e0-4fdd-4631-b585-039e2391f2a7
,['J. R. Shilleto'],50,[],Minimum models of analysis,Journal of Symbolic Logic,1972,87298f11-04af-473e-a223-5be173a0ce39
,"['F. J. Corbató', 'Jerome H. Saltzer', 'C. T. Clingen']",0,,Multics: the first seven years,,1972,1e0d1d19-d02f-4f38-b3c9-67c0be6c6de0
,['Jozef Gruska'],5,,On the size of context-free grammars.,Kybernetika,1972,0abdaeba-2211-4e4e-9e2b-83580ede64e4
"The automatic determination of local similarity between two structured data sets is fundamental to the disciplines of pattern recognition and image processing. A class of algorithms, which may be used to determine similarity in a far more efficient manner than methods currently in use, is introduced in this paper. There may be a saving of computation time of two orders of magnitude or more by adopting this new approach. The problem of translational image registration, used for an example throughout, is discussed and the problems with the most widely used method-correlation explained. Simple implementations of the new algorithms are introduced to motivate the basic idea of their structure. Real data from ITOS-1 satellites are presented to give meaningful empirical justification for theoretical predictions.","['Daniel I. Barnea', 'Harvey F. Silverman']",222,[],A Class of Algorithms for Fast Digital Image Registration,IEEE Transactions on Computers,1972,e0fb91e5-b91f-482c-9327-1fa269b65c55
,['John G. P. Barnes'],8,,Real Time Languages for Process Control,The Computer Journal,1972,517c95e6-05a8-45bf-a45d-743201baeb83
In an optimum pattern-recognition system the error rate is determined by the reject function. This correspondence describes how this property may be exploited to provide quantitative tests of model validity using unclassified test samples. These tests are basically goodness-of-fit tests for a function of the observations. One of these tests is shown to provide an improved estimate of error in Monte Carlo studies of complex systems. Results are given for normal distributions when parameters are estimated. In this case error estimates obtained from the empirical reject rate underestimate the actual error and performance depends on the ratio of design samples to dimension.,"['Keinosuke Fukunaga', 'David L. Kessell']",50,"['522e1bb9-8ec7-448b-a6ea-7e08b3b6b205', 'bcd77bc2-92b8-457c-8901-e8d15e3dbcc1', 'f642c20d-a97f-4716-9c43-636ad1f87706']",Application of optimum error-reject functions (Corresp.),IEEE Transactions on Information Theory,1972,51571b47-77b0-4ca8-9bfe-7e16227a1982
,['Joseph A. Goguen'],8,['72c8e748-f123-46c0-965d-1bd57ae0c8c7'],"On homomorphisms, simulations, correctness and subroutines for programs and program schemes",foundations of computer science,1972,ab664119-1c61-4baa-98bb-97d207b74cd2
"A nonparametric sequential pattern classifier called a linear sequential classifier (LSC) is presented. The pattern components are measured sequentially and the decisions either to measure the next component or to stop and classify the pattern are made using linear functions derived from sample patterns based on the least mean-square error criterion. The required linear functions are computed using an adaption of Greville's recursive algorithm for computing the generalized inverse of a matrix. A recursive algorithm for computing the least mean-square error is given and is used to determine the order in which the pattern components are measured. Under the assumption of two equiprobable classes that are normally distributed with equal covariance matrices, it is shown that the LSC is equivalent to Wald's sequential probability ratio test. Computer-simulated experiments indicate that the LSC is more effective than existing nonparametric sequential classifiers.","['S. E. Smith', 'Stephen S. Yau']",50,"['37f509fe-d3ef-487b-8069-c3035ecc4457', '522e1bb9-8ec7-448b-a6ea-7e08b3b6b205', 'ac3da063-f045-4577-8d1b-96286222d361']",Linear sequential pattern classification (Corresp.),IEEE Transactions on Information Theory,1972,decaca1a-1628-4593-bec8-2d50fac1e3f7
"Early in 1966, a large computer development program was begun by Texas Instruments. The goal for this effort was to provide needed capacity for supporting seismic processing, plus offering a general super computer capability in the support of new markets.",['W. J. Watson'],101,['96f2cf86-22d5-4735-b263-3d9cd2c727c7'],The TI ASC: a highly modular and flexible super computer architecture,,1972,8394b937-3ab2-45f9-8e81-7ccfab1efc0c
,['Jaroslav Král'],0,,A note on generation of sequences of pseudorandom numbers with prescribed autocorrelation coefficients.,Kybernetika,1972,780e587d-7138-41e8-a8ff-f527372a585e
"Major efforts have been devoted to the application of computational techniques to medical diagnosis, a difficult computational task. The amount of information necessary to perform an exhaustive diagnostic search is formidably large. The ""costs"" associated with making certain diagnoses or eliminating others often affect a tentative diagnosis as much as the probabilities of the conditions being considered. These ""costs"" are usually intuitively considered by the physician and usually are not available as numerical quantities to use in a linear programming algorithm. Lastly, diagnosis is done both rapidly and well by most physicians.","['Lewis B. Sheiner', 'Barr Rosenberg', 'Kenneth L. Melmon']",50,[],Computer-aided drug dosage,,1972,85e86c91-d828-452e-89f2-e22f75ada9f7
,['John G. Herriot'],1,,In memory of George E. Forsythe,Communications of The ACM,1972,f7be765c-71a6-4b19-999b-1effe7c56ca7
"This paper defines two finite time measures that describe the transient behavior of queuing systems and investigates their convergence properties in some detail. These measures are: i a utilization factor that gives the fraction of time during which the system is expected to be busy, and ii an effectiveness factor that gives the ratio of the lengths of time during which the system is expected to be busy and idle, respectively. For the sake of convenience, these are expressed relative to their steady-state values. Tables are provided for these two measures in special cases.",['U. Narayan Bhat'],50,[],Two Measures for Describing Queue Behavior,Operations Research,1972,75675724-389d-47d3-baec-f28802b6c570
"The purpose of this paper is to demonstrate that representations of numbers other than positional notation may lead to practical hardware realizations for the digital calculation of classes of algorithms. It is the authors' opinion that practicality of the use of continued products has been demonstrated. This paper describes current research in the use of continued fractions. Although practicality has not been demonstrated, theoretical results are promising, and the results thus far are presented as a case study of the difficulties which arise when use of a new representation is attempted.","['James E. Robertson', 'Kishor S. Trivedi']",0,,The status of investigations into the use of continued fractions for computer hardware,symposium on computer arithmetic,1972,dcccfdba-1cac-4f6a-8ee1-6a3d06713b7d
The existence of groups which are not isomorphic with the group of automorphisms of any planar graph is proved. Subsequent results are mentioned.,['László Babai'],50,[],Automorphism groups of planar graphs I,Discrete Mathematics,1972,9b34b755-fa53-4901-8d57-e97dc9e186fc
"Abstract#R##N##R##N#The transport of a PASCAL compiler from a CDC 6000 series computer to an ICL 1900 series computer is reported, with some comments on the method used.","['Jim Welsh', 'C. M. Quinn']",35,['aa57fc58-5aa4-475d-8db2-6a135c5d5838'],A pascal compiler for ICL 1900 series computers,Software - Practice and Experience,1972,b588ec28-972e-455a-9ba5-a0e4d5520dd7
,"['Kirby A. Baker', 'Peter C. Fishburn', 'Fred S. Roberts']",195,['1d8da1fe-9002-4bdd-93b4-4ee910ab631e'],Partial orders of dimension 2,Networks,1972,c50d1779-3af9-4db6-88a5-365aa4ffdc3c
"In this paper we look at a number of matching problems and devise general techniques for attacking such problems. In particular, we describe a strategy for constructing efficient algorithms for solving two types of matching problems. We use this strategy to develop explicit algorithms for these two problems applied to strings (where the patterns are substrings) and arrays (where the patterns are subarrays or blocks). We also develop algorithms for these and related problems for trees, where the patterns are subtrees. Certain special cases of these algorithms are also discussed.   Although we do not claim that these algorithms are optimal, we analyze each algorithm to estimate its computational cost. This provides some basis for choosing which algorithm is most desirable in any given situation.","['Richard M. Karp', 'Raymond E. Miller', 'Arnold L. Rosenberg']",343,[],"Rapid identification of repeated patterns in strings, trees and arrays",symposium on the theory of computing,1972,9afce441-b107-4fea-b903-579f305130a3
"Amplitude quantization and permutation encoding are two of the many approaches to efficient digitization of analog data. It is shown in this paper that these seemingly different approaches actually are equivalent in the sense that their optimum rate versus distortion performances are identical. Although this equivalence becomes exact only when the quantizer output is perfectly entropy coded and the permutation code block length is infinite, it nonetheless has practical consequences both for quantization and for permutation encoding. In particular, this equivalence permits us to deduce that permutation codes provide a readily implementable block-coding alternative to buffer-instrumented variable-length codes. Moreover, the abundance of methods in the literature for optimizing quantizers with respect to various criteria can be translated directly into algorithms for generating source permutation codes that are optimum for the same purposes. The optimum performance attainable with quantizers (hence, permutation codes) of a fixed entropy rate is explored too. The investigation reveals that quantizers with uniformly spaced thresholds are quasi-optimum with considerable generality, and are truly optimum in the mean-squared sense for data having either an exponential or a Laplacian distribution. An attempt is made to provide some analytical insight into why simple uniform quantization is so good so generally.",['Toby Berger'],53,"['60211cff-1586-42dd-9669-ea8cbdd457b2', '78cf1ac1-3390-476b-b10d-13c1bc3adffc']",Optimum quantizers and permutation codes,IEEE Transactions on Information Theory,1972,caa2aa28-3647-4e1d-b7da-31c4f457d05a
"There is a class of flow charts called ""reducible"" for which many global code optimization algorithms have been recently written. As a practical matter, one may expect the flow chart of a program appearing ""in nature"" to be reducible with a probability over 90% [3], and those that are not can be made reducible by ""node splitting"" [10]. Unfortunately, the algorithms written for reducible graphs do not really take advantage of reducibility, since they require O(n2) bit vecter steps in worst case, the same as for the obvious general algorithms of these types. In this paper we give an O(n log n) bit vecter step algorithm to determine ""available expressions,"" [7]. This information is essential for global elimination of common subexpressions. However, the ideas discussed here carry over to other global code optimization problems such as ""reaching definitions"" [1], ""live variables"" [9] and ""very busy variables"" [6].",['Jeffrey D. Ullman'],50,['3dda4e1d-b4aa-4399-993a-ad468aeeaa1b'],A fast algorithm for the elimination of common subexpressions,foundations of computer science,1972,bbee29c0-5581-4a80-94be-effbbbb5d55d
"Recently Schechter (in a Lehigh University report) formulated two dual linear programming problems over closed convex cones in quite general spaces and showed that, if precisely one of the problems is feasible, then the feasible one has infinite value. In this paper we obtain a refinement by using asymptotic duality states as defined by Ben Israel-Charnes-Kortanek and their classification theorem [Bull. Am. Math. Soc. 74, 318–324 (1969) and 76, 426 (1970)]. The sharpened version shows that in general the feasible-infinite states of the dual problem-pair are not quite as symmetrical as, for example, in the special case of polyhedral cones. Similarly, a sharpened version of Duffin's Theorem 1 [H. W. Kuhn and A. W. Tucker (eds.) Linear Equalities and Related Systems. Princeton University Press, pp. 317–329, 1956] is also developed.","['K. O. Kortanek', 'Allen L. Soyster']",50,[],On Refinements of Some Duality Theorems in Linear Programming over Cones,Operations Research,1972,7e751998-b52c-4051-af9f-a8cf0c03004a
"The encoding of sources with unknown statistics is considered. The average distortion that is obtained with universal coding schemes that are independent of the source statistics is shown to be asymptotically identical to the smallest average distortion that can be achieved with the best individual coding scheme (i.e., a code that is based on the specific statistics of the source). This result is shown to hold for any stationary source, as well as for a class of nonstationary sources. The discussion is limited to a certain important class of metric spaces.",['Jacob Ziv'],121,"['8c7d78d4-a6b9-4b27-bda4-2362848d6e5f', '9d3aa972-b908-4be4-b9b6-9be1dd6ed0cd']",Coding of sources with unknown statistics--II: Distortion relative to a fidelity criterion,IEEE Transactions on Information Theory,1972,d6d1ea99-7f44-4d93-a9fc-49302653ccb8
"The filtering problem of a system with linear dynamics and non-Gaussian a priori distribution is investigated. A closed-form exact solution to the problem is presented along with an approximation scheme. The approximation is made in the construction of a mathematical model. It reduces optimal estimation to a combination of linear estimations. The asymptotic behavior of the filter is examined. The limiting distributions of the conditional mean and the conditional-error covariance exist as the time interval of observation becomes infinite. In the autonomous case, the estimate for the Wiener problem satisfies a linear stochastic differential equation. A large class of nonlinear problems with more nonlinear features than the one discussed above can be reduced to it through the idea of finite-dimensional sensor orbits. The general idea and a number of examples are discussed briefly.",['James Ting-Ho Lo'],82,['56e0ab7d-2c3f-40dd-92ae-1a0ca9f383b1'],Finite-dimensional sensor orbits and optimal nonlinear filtering,IEEE Transactions on Information Theory,1972,81d5cbb5-2139-4787-ac8e-1b0a48b1ebcb
,['F. J. MacWilliams'],5,[],"Cyclotomic numbers, coding theory and orthogonal polynomials",Discrete Mathematics,1972,857da76a-f236-43dc-9e41-623cf54b762b
"An algorithm to enumerate all the elementary circuits of a directed graph is presented. The algorithm uses back-tracking with lookahead to avoid unnecessary work, and it has a time bound of $O ((V+E)(C+1))$ when applied to a graph with $V$ vertices, $E$ edges, and $C$ elementary circuits. Keywords: Algorithm, circuit, cycle, graph",['Robert Endre Tarjan'],282,,Enumeration of the Elementary Circuits of a Directed Graph,SIAM Journal on Computing,1972,85b91ecf-c7ca-4c08-8c4d-c3260b3ecc64
"This paper considers the queue with an infinite number of servers with a Poisson arrival process and with semi-Markovian service times. It studies jointly the queue-length process and the type of the first customer to join the queue after t and obtains transient and asymptotic results that are matrix extensions of the corresponding results of the M/G/∞ queue. In particular, it proves that the limiting distribution of the queue-length process is Poisson.","['Marcel F. Neuts', 'Shun-Zer Chen']",50,[],The Infinite-Server Queue with Poisson Arrivals and Semi-Markovian Services,Operations Research,1972,d6690daa-fdb8-49d9-8205-1a6c54dcb7a2
"The problem of designing a minimum cost network with multipoint linkages which connects several remote terminals to a data processing center is studied. The important aspects of a teleprocessing network are queue behavior at the terminals and the cost and reliability of the entire system. In this paper it is assumed that the rate and manner in which information is requested at the terminals is known and that acceptable line loadings are given. An algorithm that determines (in principle) the optimum minimum cost network subject to reliability constraints is developed. A heuristic based on Vogel's approximation method (VAM) and two other heuristics presented by Martin and Esau-Williams were compared with each other and with the optimal algorithm. The Esau-Williams heuristic seems to be the one that gives the best solution and Martin's requires the least processing time. It is shown experimentally that Martin's and Esau-Williams heuristics are, in fact, near-optimal heurstics in the sense that the solutions provided by these heuristics are generally very near the optimal solution. In this paper we make the assumption that all lines of the network have the same capacity.","['K. M. Chandy', 'Robert A. Russell']",24,['a6c2c008-7e44-4a60-b3b5-34242e2e7978'],The Design or Multipoint Linkages in a Teleprocessing Tree Network,IEEE Transactions on Computers,1972,92d453ec-21dd-411c-b2c7-7939ac68bea0
It is shown that the problem of evaluating an Nth degree polynomial is reducible to the problem of dividing the polynomial. A method for dividing an Nth degree polynomial by an N/2 degree polynomial in O(N log 2N) steps is given. Using this it is shown that the evaluation of an Nth degree polynomial at N points can be done in O(N log 3N). The related problem of computing of computing the resides of an N precision integer is handed by the same algorithm in O(N log2N loglogN) steps. Using the methods of Horowitz11 and Heindel8 it is shown that interpolation of an Nth degree polynomial is redicible to the problem of evaluating an Nth degree polynomial at N points. An algorithm for preconditioned polynomial interpolation requiring O(N log 2N) steps is presented. This is then extended to perform the complete interpolation in O(N log 3N) steps. A modified version of Reminider Problem in O(N log 2N loglogN) steps.,"['Robert T. Moenck', 'Allan Borodin']",69,"['0644877f-3c44-4369-94fd-b44cf52613c3', '6d45d896-88a9-40ea-a0c4-6ec427fdbf53', '960791e0-56c8-4ab8-b19f-e6bccfa53e3f', 'ce79e2ba-2f07-46c4-a3d4-308582087a70', 'e8519370-5457-4f7b-bc65-82321ef24429']",Fast modular transforms via division,foundations of computer science,1972,a8685fbe-6a8e-4785-9a8b-bcad595e0772
"The large number of different redundancy schemes available to the designer of fault-tolerant systems, the number of parameters pertaining to each scheme, and the large range of possible variations in each parameter seek automated procedures that would enable the designer to rapidly model, simulate and analyze preliminary designs and through man-machine symbiosis arrive at optimal and balanced fault-tolerant systems under the constraints of the prospective application.",['Francis P. Mathu'],50,"['4e2778ac-f322-40c2-b7ca-d6c0c645f7ba', '7d22a292-5e87-414a-b318-a15310549aec']",Automation of reliability evaluation procedures through CARE: the computer-aided reliability estimation program,,1972,4eaafc89-c5dd-461e-9cb0-64b2c525f84d
"In this paper, two error-correcting algorithms for redundant residue number systems are presented, one for single residue-error correction and the other for burst residue-error correction. Neither algorithm requires table look-up and hence their implementations need a memory space which is much smaller than that required by existing methods. Furthermore, the conditions which the moduli of the redundant residue number systems must satisfy in these two algorithms are less restrictive than that of existing methods. Comparison of the approach on which these two algorithms are based and that of existing methods is given.","['Stephen S. Yau', 'Yu-cheng Liu']",0,,Error correction in redundant residue number systems,symposium on computer arithmetic,1972,7e07fe58-aa84-40b9-a480-c05cd658d577
It is well known that it is often possible to obtain considerable data compression by encoding messages in long blocks. Usually the coding scheme for a specific source depends parametrically on the statistics of the source. Universal codes which are independent of the source statistics are introduced. These codes are shown to be asymptotically optimal in the sense that the probability of encoding error can be made vanishingly small for output rates no larger than those of optimal codes that do in fact depend on the statistics of the source. A particular universal coding scheme is introduced for which the encoding complexity increases no faster than the second power of the block length n and for which the encoding error vanishes exponentially with n . The discussion is limited to discrete-time finite-alphabet sources.,['Jacob Ziv'],50,"['d4e173db-1b98-4daa-ab45-5ae064f7e9c9', 'd72672ca-6ff3-4be7-a2da-817d81c1f477']",Coding of sources with unknown statistics--I: Probability of encoding error,IEEE Transactions on Information Theory,1972,9919f52a-81b9-4a91-b16c-deb58aab4f26
"We first show how reproducing kernel Hilbert space (RKHS) norms can be determined for a large class of covariance functions by methods based on the solution of a Riccati differential equation or a Wiener-Hopf integral equation. Efficient numerical algorithms for such equations have been extensively studied, especially in the control literature. The innovations representations enter in that it is they that suggest the form of the RKHS norms. From the RKHS norms, we show how recursive solutions can be obtained for certain Fredholm equations of the first kind that are widely used in certain approaches to detection theory. Our approach specifies a unique solution: moreover, the algorithms used are well suited to the treatment of increasing observation intervals.","['Thomas Kailath', 'Roger T. Geesey', 'Howard L. Weinert']",50,"['46df42b4-4212-4356-8545-3c5b2be64d34', '637a1dfc-bccd-4e2d-b6ac-a1f720a09e24', 'f893652f-46f9-47b9-b76a-9d6731cb206e']","Some relations among RKHS norms, Fredholm equations, and innovations representations",IEEE Transactions on Information Theory,1972,7e80cdd5-05b6-4550-b0ec-b862e3c31b65
"In mathematics after some centuries of development the semantical situation is very clean. This may not be surprising, as the subject attracts people who enjoy clarity, generality, and neatness. On the one hand we have our concepts of mathematical  objects  (numbers, relations, functions, sets), and on the other we have various formal means of  expression . The mathematical expressions are generated for the most part in a very regular manner, and every effort is made to supply all expressions with denotations. (This is not always so easy to do. The theory of distributions, for example, provided a non-obvious construction of denotations for expressions of an operational calculus. The derivative operator was well serviced, but one still cannot multiply two distributions.)",['Dana S. Scott'],54,[],Mathematical concepts in programming language semantics,,1972,6a3ae3a4-7f77-465a-b2d6-f69990b3cc62
"Alternative policies for the allocation and distribution of ambulances are studied for the city of Detroit, Michigan. Data on emergency occurrence and service processes were collected and analyzed, and these data analyses are utilized to model the ambulance system as a multifunction stochastic service system with semi-Markov arrivals and state-dependent server selection. Numerical results are developed predicting the performance of both single function recovery systems and dual function police-ambulance systems under alternative operating policies.",['William K. Hall'],50,[],The Application of Multifunction Stochastic Service Systems in Allocating Ambulances to an Urban Area,Operations Research,1972,fe84b82e-4e4c-450e-a164-3b3bc0591145
"In this paper we present the weight distribution of all 2^26 cosets of the (32,6) first-order Reed-Muller code. The code is invariant under the complete affine group, of order 32 \times 31 \times 30 \times 28 \times 24 \times 16. In the Appendix we show (by hand computations) that this group partitions the 2^26 cosets into only 48 equivalence classes, and we obtain the number of cosets in each class. A simple computer program then enumerated the weights of the 32 vectors ih each of the 48 cosets. These coset enumerations also answer this equivalent problem: how well are the 2^32 Boolean functions of five variables approximated by the 2^5 linear functions and their complements?","['Elwyn R. Berlekamp', 'Lloyd R. Welch']",162,"['52cb5236-f551-4416-afa0-64d5159bac79', '72f2a6de-fdb4-444b-9259-0aa55d55b32b', '9a14da2e-7211-497e-b332-a3cd5a0c8c28']","Weight distributions of the cosets of the (32,6) Reed-Muller code",IEEE Transactions on Information Theory,1972,719d10b9-b3d0-4fc1-846c-8a78b0670a3d
Mental-health care is a major public-sector problem in the State of New York. We were asked by the Ways and Means Committee of the New York State Assembly to recommend a new fiscal structure with shared funding between the state and the counties to better achieve the objective of the state's mental-health-care program. We developed a simulation model for the problem and used it to design new funding plans; the results of our analysis have been written into legislation introduced into the New York State Assembly.,"['Lawrence D. Bodin', 'T. Owen Carroll', 'Allen Lee', 'Sally Stout']",50,,Financing Mental-Health Services in the State of New York,Operations Research,1972,526e8545-566c-4c28-a0d9-155788af69b1
"Equations are derived that describe the time evolution of the posterior statistics of a general Markov process that modulates the intensity function of an observed inhomogeneous Poisson counting process. The basic equation is a stochastic differential equation for the conditional characteristic function of the Markov process. A separation theorem is established for the detection of a Poisson process having a stochastic intensity function. Specifically, it is shown that the causal minimum-mean-square-error estimate of the stochastic intensity is incorporated in the optimum Reiffen-Sherman detector in the same way as if it were known. Specialized results are obtained when a set of random variables modulate the intensity. These include equations for maximum a posteriori probability estimates of the variables and some accuracy equations based on the Cramer-Rao inequality. Procedures for approximating exact estimates of the Markov process are given. A comparison by simulation of exact and approximate estimates indicates that the approximations suggested can work well even under low count rate conditions.",['Donald L. Snyder'],202,"['1a2fd329-7d65-49ca-8231-e265285cc949', 'dfff3774-48a8-452e-a692-c80fe3be8ab8']",Filtering and detection for doubly stochastic Poisson processes,IEEE Transactions on Information Theory,1972,541f56da-ca17-48e5-a227-39159baefaf3
,['Bernard P. Zeigler'],50,['197da09b-a7a6-4365-81ca-6c5e13c725be'],Toward a Formal Theory of Modeling and Simulation: Structure Preserving Morphisms,Journal of the ACM,1972,acd6caf3-4c4c-4c2a-997d-bf06561e5eb9
"Many cases arise in practice where a versatile hardwired pseudorandom number or pseudonoise generator would be extremely useful. General-purpose pseudonoise devices are not available today. We present a new sampling method, conditional bit sampling, which is suited for hardwired sampling devices because of its generality, simplicity, and accuracy. Random variables sampled from an arbitrary distribution are generated bit by bit from high- to low-order bits with the conditional bit algorithm. The result of a comparison of a uniform number to a conditional probability determines whether a bit in the sampled random number is set to one. The conditional probabilities are easily calculated for any probability distribution and must be arranged in special order. Simple Fortran programs make all necessary computations. Agreement between actual and theoretical performance of the conditional bit algorithm was excellent when sampling accuracy was evaluated for several examples of continuous and discrete densities. Sampling from empirically known, perhaps erratic-shaped, densities presents no problems. Only a small memory containing the conditional probabilities needs to be changed to alter the sampled distribution. The conditional bit algorithmic process always remains the same.","['Sobolewski J', 'William H. Payne']",0,[],Pseudonoise with Arbitrary Amplitude Distribution--Part I: Theory,IEEE Transactions on Computers,1972,e5c16efd-8571-4e52-a7d8-7ef2cb17ce28
,['J. Patrick Cavanagh'],50,[],Two Classes of Holographic Processes Realizable in the Neutral Realm,,1972,4c97f35c-5279-4fde-8593-e066aee897a9
"Mass storage as a functional need in computer systems is continually increasing in importance with the growing trend to interactive terminal-oriented systems, serving to store a systems data base and resident programming systems. The associated capacity, plus the ever expanding magnitude of such information, far exceeds the range where ""electronic"" memory is economically competitive. Included in the product category defined as mass storage are disk, tape, and card-like recording structures. We see in the future the perspective that at a growing number of installations all data will be available on-line under systems control.",['Albert S. Hoagland'],50,['5253c890-6b2d-487d-8c45-caf34611167f'],"Mass storage: past, present and future",,1972,d52ceb68-f09d-4cbf-aa3e-167711289a03
"A coherent framework is proposed for relating national goals, science policy, and technology assessment.",['Roy C. Amara'],0,[],A Framework for National Science Policy Analysis,systems man and cybernetics,1972,52875941-cf32-4d6c-bb3b-a713a19cc5e4
"Betrachtet wird die Aufgabe der Nullstelleneingrenzung von nur naherungsweise berechenbaren Funktionen. Dazu werden Verfahren verwendet, welche sowohl die unvermeidlichen Rundungsfehler als auch Ungenauigkeiten in den Ausgangsdaten automatisch miterfassen. Nach einer Beschreibung der zugrundeliegenden Methoden wird ein Vergleich mit anderen bekannten Vorgehensweisen, insbesondere mit running error analysis [19], gezogen.",['Jürgen Herzberger'],2,"['6508c448-ee85-4373-a612-3aac00fb43ef', '71ec6f9b-e8ab-498e-a6fe-8b842daed4e2', '8d2df27d-0e5f-49a8-9ec1-fc7c7ddba93a', '9604cf57-c792-454d-b1e4-fbc55c8424d7']",Über die Nullstellenbestimmung bei näherungsweise berechneten Funktionen,Computing,1972,4e85179d-1ecb-4bdb-b514-dc4f1b316bb3
"A set of tasks {T1, T2, ..., Tr] are to be scheduled on a two-processor computing system. The execution time of each of the tasks is given. Moreover, a partial ordering ≪ over the set of tasks is specified. If Ti ≪ Tj, it is required that the execution of Tj will not begin until the completion of the execution of Ti. Let ω denote the total elapsed time for the execution of all the tasks in the set when an optimal non-preemptive schedule is used. Let ω′ denote the total elapsed time for the execution of all the tasks in the set when an optimal preemptive schedule is used. Trivially, we know that ω ≥ ω′ However, it can be shown that ω′ ≥ 3/4 ω This result can be extended to an n-processor computing system. In this case, ω′ ≥ n+1/2n ω Moreover, these are best possible bounds. A possible interpretation of the results is: The installation of a high speed drum in a two-processor computing system will increase the operation speed of the system by at most 25%. For an n-processor system, the increment is at most 50%. (The installation of a high speed drum enables us to interrupt the execution of tasks at will.)",['C. L. Liu'],50,"['1e573014-c071-423d-9f79-0e8e20d60331', '7e7af898-b86d-45de-a2a8-e4688c47b1a3', 'f9b1a16f-4f65-4362-ba45-06a31931972d']",Optimal scheduling on multi-processor computing systems,foundations of computer science,1972,bf60d0f5-9f54-45e6-bcc9-9109536d0e06
,['Krister Segerberg'],50,[],Post completeness in modal logic,Journal of Symbolic Logic,1972,bd971cf1-0a45-425a-990e-f966e2553650
"There are more than 165 different programming languages in use in the United States today, where only higher level languages are considered as programming languages. If assembly languages were considered in this total it would obviously be much higher. The total number would be still greater if programming languages in use outside the United States were included. (They are excluded here only because of the difficulty of obtaining accurate and sufficiently detailed information.) As individuals, and as an industry, we should ask ourselves, ""What is the reason for this enormous proliferation?"", particularly since many of these languages claim to be ""general purpose."" Some languages  do  serve a wide variety of users and applications, whereas others are restricted in intended usage. The languages which have few users are usually in that category because (a) they are basically for a narrow application area which has relatively few users or (b) information about the language has not been widely disseminated, or (c) the language and/or its implementation is ineffective and/or has inadequate support, or (d) the language is implemented only on a computer not widely used. The purpose of this paper is to provide some of the background and perspective on the existence, classifications, and general characteristics of those languages which are oriented toward a specialized application area.",['Jean E. Sammet'],50,"['217a8b98-1e60-4bdf-b7fa-5daea07aecda', '480b4abd-9703-44ce-b2cb-7462be084a8d', '5c1b48e7-1b07-48ad-9e77-4042ba8a045b', '7335fa8e-7a6f-4dcf-9572-3a8ed20ded4e', 'bc0f7cb8-fe56-4985-bcc3-9a8b2c784372', 'f42afb96-05f2-4d2b-932f-180a8ba9f47e', 'f93ab164-fc05-4a74-a53a-639380945178']",An overview of programming languages for specialized application areas,,1972,b36c6515-b75f-46af-9cf6-d0caf62a5b00
